case_id,cse_id,alert_id,created_at,investigation_started_at,closed_at,priority,investigation_summary,evidence_count,closure_reason,root_cause,remediation_status,reviewer_id
CSE-03-CASE-0020,CSE-03,CSE-03-ALT-0020,2026-08-23T22:22:00Z,2026-08-23T22:28:00Z,2026-08-23T23:07:00Z,Critical,"Investigated suspicious Data Exfiltration activity on CSE-03-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-001,Completed,LEAD-REV-01
CSE-03-CASE-0021,CSE-03,CSE-03-ALT-0021,2026-08-21T09:04:00Z,2026-08-21T09:10:00Z,2026-08-21T10:35:00Z,High,"Investigated suspicious Reconnaissance activity on CSE-03-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-002,Completed,LEAD-REV-01
CSE-03-CASE-0022,CSE-03,CSE-03-ALT-0022,2026-08-06T03:43:00Z,2026-08-06T03:44:00Z,2026-08-06T05:19:00Z,Medium,"Investigated suspicious Denial of Service activity on CSE-03-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-003,Completed,LEAD-REV-01
CSE-03-CASE-0023,CSE-03,CSE-03-ALT-0023,2026-08-26T04:23:00Z,2026-08-26T04:33:00Z,2026-08-26T05:52:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-03-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-004,Completed,LEAD-REV-01
CSE-03-CASE-0024,CSE-03,CSE-03-ALT-0024,2026-08-15T19:23:00Z,2026-08-15T19:33:00Z,2026-08-15T20:12:00Z,High,"Investigated suspicious Data Exfiltration activity on CSE-03-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-005,Completed,LEAD-REV-01
CSE-03-CASE-0025,CSE-03,CSE-03-ALT-0025,2026-08-12T04:17:00Z,2026-08-12T04:18:00Z,2026-08-12T05:11:00Z,Critical,"Investigated suspicious Identity/Credential Access activity on CSE-03-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-001,Completed,LEAD-REV-01
CSE-03-CASE-0026,CSE-03,CSE-03-ALT-0026,2026-08-17T20:58:00Z,2026-08-17T21:03:00Z,2026-08-17T21:53:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-03-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-002,Completed,LEAD-REV-01
CSE-03-CASE-0027,CSE-03,CSE-03-ALT-0027,2026-08-20T17:44:00Z,2026-08-20T17:46:00Z,2026-08-20T18:49:00Z,High,"Investigated suspicious Data Exfiltration activity on CSE-03-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-003,Completed,LEAD-REV-01
CSE-03-CASE-0028,CSE-03,CSE-03-ALT-0028,2026-08-07T06:28:00Z,2026-08-07T06:34:00Z,2026-08-07T07:48:00Z,Medium,"Investigated suspicious Malware activity on CSE-03-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-004,Completed,LEAD-REV-01
CSE-03-CASE-0029,CSE-03,CSE-03-ALT-0029,2026-08-18T17:57:00Z,2026-08-18T18:00:00Z,2026-08-18T18:57:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-03-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-005,Completed,LEAD-REV-01
CSE-03-CASE-0030,CSE-03,CSE-03-ALT-0030,2026-08-07T12:15:00Z,2026-08-07T12:16:00Z,2026-08-07T13:58:00Z,Critical,"Investigated suspicious Denial of Service activity on CSE-03-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-001,Completed,LEAD-REV-01
CSE-03-CASE-0031,CSE-03,CSE-03-ALT-0031,2026-08-27T01:08:00Z,2026-08-27T01:10:00Z,2026-08-27T01:59:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-03-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-002,Completed,LEAD-REV-01
CSE-03-CASE-0032,CSE-03,CSE-03-ALT-0032,2026-08-24T23:33:00Z,2026-08-24T23:43:00Z,2026-08-25T01:05:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-03-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-003,Completed,LEAD-REV-01
CSE-03-CASE-0033,CSE-03,CSE-03-ALT-0033,2026-08-21T10:28:00Z,2026-08-21T10:34:00Z,2026-08-21T12:14:00Z,High,"Investigated suspicious Data Exfiltration activity on CSE-03-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-004,Completed,LEAD-REV-01
CSE-03-CASE-0034,CSE-03,CSE-03-ALT-0034,2026-08-15T00:58:00Z,2026-08-15T01:00:00Z,2026-08-15T01:45:00Z,Medium,"Investigated suspicious Denial of Service activity on CSE-03-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-005,Completed,LEAD-REV-01
CSE-03-CASE-0035,CSE-03,CSE-03-ALT-0035,2026-08-06T13:20:00Z,2026-08-06T13:26:00Z,2026-08-06T14:28:00Z,Critical,"Investigated suspicious Reconnaissance activity on CSE-03-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-001,Completed,LEAD-REV-01
CSE-03-CASE-0036,CSE-03,CSE-03-ALT-0036,2026-08-09T14:40:00Z,2026-08-09T14:43:00Z,2026-08-09T15:55:00Z,High,"Investigated suspicious Privilege Escalation activity on CSE-03-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-002,Completed,LEAD-REV-01
CSE-03-CASE-0037,CSE-03,CSE-03-ALT-0037,2026-08-18T10:32:00Z,2026-08-18T10:42:00Z,2026-08-18T11:33:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-03-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-003,Completed,LEAD-REV-01
CSE-03-CASE-0038,CSE-03,CSE-03-ALT-0038,2026-08-23T03:46:00Z,2026-08-23T03:56:00Z,2026-08-23T05:09:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-03-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-004,Completed,LEAD-REV-01
CSE-03-CASE-0039,CSE-03,CSE-03-ALT-0039,2026-08-03T04:49:00Z,2026-08-03T04:53:00Z,2026-08-03T06:02:00Z,High,"Investigated suspicious Privilege Escalation activity on CSE-03-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-005,Completed,LEAD-REV-01
CSE-03-CASE-0040,CSE-03,CSE-03-ALT-0040,2026-08-21T08:31:00Z,2026-08-21T08:36:00Z,2026-08-21T10:20:00Z,Critical,"Investigated suspicious Reconnaissance activity on CSE-03-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-001,Completed,LEAD-REV-01
CSE-03-CASE-0041,CSE-03,CSE-03-ALT-0041,2026-08-09T05:25:00Z,2026-08-09T05:27:00Z,2026-08-09T07:03:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-03-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-002,Completed,LEAD-REV-01
CSE-03-CASE-0042,CSE-03,CSE-03-ALT-0042,2026-08-15T21:30:00Z,2026-08-15T21:36:00Z,2026-08-15T22:36:00Z,High,"Investigated suspicious Data Exfiltration activity on CSE-03-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-003,Completed,LEAD-REV-01
CSE-03-CASE-0043,CSE-03,CSE-03-ALT-0043,2026-08-29T06:20:00Z,2026-08-29T06:27:00Z,2026-08-29T07:44:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-03-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-004,Completed,LEAD-REV-01
CSE-03-CASE-0044,CSE-03,CSE-03-ALT-0044,2026-08-18T11:20:00Z,2026-08-18T11:22:00Z,2026-08-18T12:59:00Z,Medium,"Investigated suspicious Identity/Credential Access activity on CSE-03-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-005,Completed,LEAD-REV-01
CSE-03-CASE-0045,CSE-03,CSE-03-ALT-0045,2026-08-05T11:03:00Z,2026-08-05T11:13:00Z,2026-08-05T12:32:00Z,Critical,"Investigated suspicious Lateral Movement activity on CSE-03-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-001,Completed,LEAD-REV-01
CSE-03-CASE-0046,CSE-03,CSE-03-ALT-0046,2026-08-27T18:59:00Z,2026-08-27T19:03:00Z,2026-08-27T20:19:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-03-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-002,Completed,LEAD-REV-01
CSE-03-CASE-0047,CSE-03,CSE-03-ALT-0047,2026-08-15T23:56:00Z,2026-08-15T23:57:00Z,2026-08-16T01:39:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-03-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-003,Completed,LEAD-REV-01
CSE-03-CASE-0048,CSE-03,CSE-03-ALT-0048,2026-08-15T15:13:00Z,2026-08-15T15:14:00Z,2026-08-15T16:38:00Z,High,"Investigated suspicious Privilege Escalation activity on CSE-03-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-004,Completed,LEAD-REV-01
CSE-03-CASE-0049,CSE-03,CSE-03-ALT-0049,2026-08-21T04:43:00Z,2026-08-21T04:52:00Z,2026-08-21T05:59:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-03-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-005,Completed,LEAD-REV-01
CSE-03-CASE-0050,CSE-03,CSE-03-ALT-0050,2026-08-05T16:46:00Z,2026-08-05T16:52:00Z,2026-08-05T18:17:00Z,Critical,"Investigated suspicious Lateral Movement activity on CSE-03-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-001,Completed,LEAD-REV-01
CSE-03-CASE-0051,CSE-03,CSE-03-ALT-0051,2026-08-20T01:12:00Z,2026-08-20T01:17:00Z,2026-08-20T03:02:00Z,High,"Investigated suspicious Lateral Movement activity on CSE-03-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-002,Completed,LEAD-REV-01
CSE-03-CASE-0052,CSE-03,CSE-03-ALT-0052,2026-08-16T01:17:00Z,2026-08-16T01:27:00Z,2026-08-16T03:16:00Z,Medium,"Investigated suspicious Denial of Service activity on CSE-03-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-003,Completed,LEAD-REV-01
CSE-03-CASE-0053,CSE-03,CSE-03-ALT-0053,2026-08-13T19:50:00Z,2026-08-13T19:56:00Z,2026-08-13T21:41:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-03-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-004,Completed,LEAD-REV-01
CSE-03-CASE-0054,CSE-03,CSE-03-ALT-0054,2026-08-17T20:32:00Z,2026-08-17T20:33:00Z,2026-08-17T21:17:00Z,High,"Investigated suspicious Malware activity on CSE-03-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-005,Completed,LEAD-REV-01
CSE-03-CASE-0055,CSE-03,CSE-03-ALT-0055,2026-08-17T22:09:00Z,2026-08-17T22:12:00Z,2026-08-17T23:54:00Z,Critical,"Investigated suspicious Privilege Escalation activity on CSE-03-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-001,Completed,LEAD-REV-01
CSE-03-CASE-0056,CSE-03,CSE-03-ALT-0056,2026-08-14T03:47:00Z,2026-08-14T03:57:00Z,2026-08-14T05:05:00Z,Medium,"Investigated suspicious Denial of Service activity on CSE-03-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-002,Completed,LEAD-REV-01
CSE-03-CASE-0057,CSE-03,CSE-03-ALT-0057,2026-08-19T17:30:00Z,2026-08-19T17:36:00Z,2026-08-19T18:12:00Z,High,"Investigated suspicious Denial of Service activity on CSE-03-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-003,Completed,LEAD-REV-01
CSE-03-CASE-0058,CSE-03,CSE-03-ALT-0058,2026-08-19T17:50:00Z,2026-08-19T17:51:00Z,2026-08-19T19:50:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-03-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-004,Completed,LEAD-REV-01
CSE-03-CASE-0059,CSE-03,CSE-03-ALT-0059,2026-08-22T02:36:00Z,2026-08-22T02:46:00Z,2026-08-22T03:22:00Z,Medium,"Investigated suspicious Identity/Credential Access activity on CSE-03-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-005,Completed,LEAD-REV-01
CSE-03-CASE-0060,CSE-03,CSE-03-ALT-0060,2026-08-22T07:39:00Z,2026-08-22T07:42:00Z,2026-08-22T09:07:00Z,Critical,"Investigated suspicious Denial of Service activity on CSE-03-AST-001. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-03-AST-001,Completed,LEAD-REV-01
CSE-04-CASE-0001,CSE-04,CSE-04-ALT-0001,2026-08-17T14:35:00Z,2026-08-17T14:44:00Z,2026-08-17T16:16:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-04-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-04-AST-002,Completed,LEAD-REV-01
